Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
G5	18	66	HET	4.472969	0.49903703
E12	14	328	Null	2.3664012	-5.832233
E3	2	156	WT	0.14064015	-4.605038
F11	10	100	Null	-0.27049917	-2.9102354
F5	17	47	HET	3.7232983	1.0597726
D1	6	47	WT	2.9810102	0.8780446
F6	24	117	HET	4.277681	0.9437449
B4	20	219	WT	5.0364904	-4.0669475
G7	19	82	HET	4.332156	-2.3379896
D4	19	358	WT	4.0587173	-4.223185
G11	10	142	Null	0.75752974	-3.8130147
G12	9	187	Null	1.7212534	-2.4350348
G4	22	388	WT	1.1377851	-3.89514
G11	19	142	Null	3.156706	-1.8979994
B9	2	47	Null	3.0902312	-2.0020123
D4	24	358	WT	1.8776708	-5.601531
C4	22	127	WT	0.4983901	-4.214403
F3	18	174	WT	1.2733877	-1.9941276
B10	7	49	Null	3.3075476	-1.1092945
D4	4	358	WT	3.7232406	-3.1102164
E10	20	74	Null	3.5938015	-0.5715922
D4	20	358	WT	1.4174682	-4.942465
B1	23	30	WT	3.5276563	-0.98269963
G4	22	388	WT	1.3114655	-2.3065488
G3	21	248	WT	1.8081931	-3.1053696
D4	19	358	WT	2.7907019	-5.3993216
E12	23	328	Null	3.4517677	-5.1764054
G5	25	66	HET	4.3629746	0.86766005
G12	15	187	Null	0.6299443	-3.172903
D3	21	168	WT	4.4456987	-3.8981776
G4	17	388	WT	2.621069	-4.1347
C11	24	54	Null	1.2193444	-3.2084744
E2	21	60	WT	4.520679	-3.2220652
F4	25	284	WT	3.124339	-5.934375
G4	10	388	WT	3.1554923	-4.8525267
D12	9	193	Null	4.4895387	-4.301614
F12	10	125	Null	4.264335	-2.7543347
G8	24	358	HET	1.9155577	-2.7392552
E4	23	246	WT	5.347698	-3.507418
E12	12	328	Null	1.0915091	-5.0748906
D4	20	358	WT	0.91700375	-3.6960971
C11	24	54	Null	3.1820052	-4.6551027
E10	20	74	Null	4.3632164	0.04325213
F2	13	91	WT	1.6410493	-0.012344755
F12	18	125	Null	0.5492854	-4.159463
F3	12	174	WT	4.606903	-2.3614204
C2	7	42	WT	4.2862287	-0.8957136
E12	18	328	Null	3.8646963	-4.4372635
C6	6	98	HET	4.9038672	-1.2462063
E6	12	94	HET	0.18773876	0.20638362
B8	23	107	HET	-0.13476081	-0.04977463
C10	11	45	Null	4.765051	-0.77669513
D5	9	39	HET	3.6322765	-0.78734255
G3	4	248	WT	3.125557	-3.5386212
E2	21	60	WT	2.9927793	-0.7773512
C12	20	321	Null	3.7545109	-4.5443707
G4	17	388	WT	1.1332048	-5.1939263
C12	18	321	Null	3.2579188	-4.292057
D8	15	122	HET	2.3708708	-5.4716163
F4	17	284	WT	3.8066285	-4.9374223
B10	7	49	Null	1.9860764	-0.5023691
G4	22	388	WT	0.9134129	-1.7185998
C7	20	54	HET	1.9538518	-1.9312379
G4	25	388	WT	2.33861	-3.142848
B12	16	200	Null	2.550115	-5.9245806
D4	23	358	WT	2.9981337	-5.9365063
B11	4	53	Null	2.236152	-4.0335417
G5	1	66	HET	3.4114	-0.36325592
F11	8	100	Null	2.9607136	-2.8935606
C12	18	321	Null	3.6275206	-3.2710588
G8	14	358	HET	0.5948736	-2.6245203
G4	20	388	WT	0.4104007	-4.63719
C12	22	321	Null	3.2974312	-3.2103472
G6	3	125	HET	3.2998319	1.1205125
B10	14	49	Null	2.138946	0.23119266
E3	25	156	WT	3.6065817	-3.1915112
G8	8	358	HET	1.3400495	-3.108253
F2	17	91	WT	2.9739616	-2.4592502
E5	10	53	HET	3.0633714	-0.3764104
F2	4	91	WT	3.1047516	0.17579086
B6	11	104	HET	4.009767	-2.8930843
F6	12	117	HET	4.00928	-0.48544252
E4	19	246	WT	4.6355405	-3.636583
E12	13	328	Null	2.1627524	-5.208469
D3	23	168	WT	0.9050847	-3.6619444
G3	24	248	WT	0.30325857	-4.529777
F4	19	284	WT	2.1210768	-3.217853
B4	10	219	WT	1.8852077	-4.7044334
C3	4	138	WT	5.018599	-2.4900353
G2	22	94	WT	4.3354187	-0.5192395
G6	15	125	HET	3.5826137	-0.07872479
F12	22	125	Null	0.19301206	-3.720344
B12	9	200	Null	2.8167906	-3.4205701
D8	25	122	HET	0.9180851	-3.9180508
G12	13	187	Null	0.6164955	-4.344054
G4	4	388	WT	2.2228987	-4.6157684
B4	25	219	WT	0.8214746	-1.9839071
B8	25	107	HET	1.2727613	-1.9977326
D8	5	122	HET	1.1612108	-3.8098588
D4	13	358	WT	1.2774609	-3.437454
G4	23	388	WT	1.459196	-5.617855
G3	23	248	WT	0.034023475	-4.398133
D12	15	193	Null	1.5720423	-4.108989
G8	13	358	HET	4.1334586	-3.6028335
F4	20	284	WT	2.14203	-4.973469
D4	15	358	WT	3.113226	-4.2861123
D7	12	76	HET	0.98084635	-2.7145898
E7	25	37	HET	4.623895	-4.36715
C1	6	33	WT	2.3132553	-1.7582989
C4	20	127	WT	5.5260835	-3.1626074
D8	15	122	HET	-0.077759705	-3.922586
F6	1	117	HET	2.4136796	-0.5732461
G4	12	388	WT	0.80396265	-1.3270645
G8	10	358	HET	1.0180634	-2.6321785
D4	5	358	WT	-0.08588254	-2.6043475
G7	9	82	HET	4.371972	-2.5955558
G11	19	142	Null	0.3811753	-1.9960531
G6	21	125	HET	3.2372403	-0.5988524
G12	20	187	Null	1.136551	-3.1344383
E12	19	328	Null	3.4797595	-4.183079
C11	24	54	Null	2.7085776	-4.5023108
C12	23	321	Null	4.417588	-4.0532713
C3	14	138	WT	-0.084581256	-3.2497478
G4	25	388	WT	4.7166967	-4.0601
C3	24	138	WT	3.1315305	-6.2961206
C4	9	127	WT	1.2341474	-2.5395484
F4	9	284	WT	1.714102	-4.9353533
G11	20	142	Null	0.4285997	-3.944592
G3	7	248	WT	5.3141727	-3.3644783
G8	23	358	HET	4.697722	-3.5375192
C12	18	321	Null	3.499266	-7.870235
G8	19	358	HET	0.076252215	-2.1982331
F3	19	174	WT	0.4903787	-1.1095608
G8	23	358	HET	3.2842317	-5.920159
C12	2	321	Null	0.94963574	-5.531163
D6	17	99	HET	3.2155943	1.154769
D9	21	24	Null	1.9099568	-1.2869982
B11	24	53	Null	4.7159457	-4.514591
B3	10	77	WT	3.236254	-3.4553258
E4	13	246	WT	4.5411763	-3.4008677
G4	12	388	WT	1.7664943	-4.732038
D7	25	76	HET	2.7326286	-2.6664262
F4	23	284	WT	4.9317427	-4.6343985
D7	10	76	HET	4.498994	-2.4396276
D8	14	122	HET	2.8709257	-3.6066213
F5	8	47	HET	3.0175815	-1.2225808
E3	15	156	WT	4.484686	-3.848831
C10	23	45	Null	4.732813	-0.64831907
D3	18	168	WT	0.46799406	-4.770845
E12	20	328	Null	3.6892228	-4.5214944
F12	9	125	Null	2.863936	-3.0521758
B8	24	107	HET	0.7757149	-2.3752923
C3	10	138	WT	0.2666309	-5.268264
G12	23	187	Null	3.3867908	-4.8896937
G11	22	142	Null	2.1469474	-1.8222866
G11	23	142	Null	2.4456518	-3.3540745
D4	24	358	WT	1.5777191	-4.7883224
B3	24	77	WT	3.7446318	-3.06824
E2	23	60	WT	4.5308743	0.50511867
G12	23	187	Null	3.2777832	-4.509423
D3	10	168	WT	0.8223475	-3.420496
C7	20	54	HET	2.6637921	-2.3952491
E12	13	328	Null	1.431076	-4.083481
C12	3	321	Null	2.8201358	-3.813646
B10	6	49	Null	3.2515867	-1.450481
F4	10	284	WT	-1.8631701	-3.6370788
F3	24	174	WT	5.1104817	-2.3418682
F2	9	91	WT	4.0073724	-0.8087351
G8	23	358	HET	3.9965546	-2.9499164
D4	24	358	WT	3.3542027	-5.330197
F12	9	125	Null	2.765935	-2.2927253
G3	4	248	WT	-0.23195708	-2.950706
F10	22	66	Null	3.0333793	0.34977815
B3	25	77	WT	4.150289	-4.0651135
C4	20	127	WT	2.7218502	-5.9086595
C12	3	321	Null	3.4139256	-1.6227459
C12	20	321	Null	3.758511	-4.4536524
F4	20	284	WT	4.0953436	-4.2956357
E3	9	156	WT	3.1497135	-4.428328
G3	15	248	WT	1.5710062	-2.3500862
G7	25	82	HET	2.047318	-3.2405565
E6	16	94	HET	1.7572373	-0.32277292
G8	6	358	HET	5.146854	-2.7521586
F7	25	40	HET	1.811539	-1.7609547
D3	21	168	WT	3.3393824	-3.5975754
D8	18	122	HET	-0.13235837	-3.2825623
C9	24	42	Null	4.2495914	-0.58379114
C11	10	54	Null	2.372736	-3.262941
G12	19	187	Null	2.8462355	-3.010431
C4	24	127	WT	4.2326393	-3.7564046
E11	13	59	Null	5.2691483	-2.2530267
E10	11	74	Null	2.5737655	-0.60378796
D2	1	44	WT	4.568068	-0.2211364
E12	13	328	Null	0.74747396	-4.0379944
C6	16	98	HET	1.7648984	-3.481152
F11	7	100	Null	3.384407	-3.229431
C9	7	42	Null	2.0675147	-2.015208
G8	15	358	HET	0.59980226	-2.2891474
C7	5	54	HET	4.1564627	-3.7724912
D1	17	47	WT	4.7555814	-0.84646016
D12	25	193	Null	0.003479033	-1.850122
E12	8	328	Null	2.175199	-3.1026006
G6	6	125	HET	4.6075644	-0.4112556
D3	24	168	WT	2.208987	-3.8877409
F9	11	36	Null	3.642021	0.57348
G1	12	27	WT	4.1072702	1.0249964
D12	22	193	Null	1.9132488	-3.16378
G11	10	142	Null	0.83613485	-4.638368
E4	19	246	WT	3.5480115	-3.2600887
C6	10	98	HET	4.7707143	0.31887686
C12	12	321	Null	4.6801996	-2.2824247
F7	25	40	HET	5.283497	-2.6186993
G3	19	248	WT	3.5379841	-4.44464
G2	6	94	WT	3.290022	0.29397294
G4	21	388	WT	1.1544242	-0.6451467
E5	25	53	HET	4.142711	0.37963873
D4	15	358	WT	3.5005634	-4.870606
G8	21	358	HET	1.1874936	-0.4944096
G4	12	388	WT	2.486275	-5.297731
E12	3	328	Null	0.8165753	-4.831647
E12	24	328	Null	0.4418407	-1.3249518
D6	2	99	HET	4.127597	-0.78351766
D12	13	193	Null	4.212007	-5.3086224
C4	22	127	WT	1.1253796	-4.522291
G12	10	187	Null	1.0925673	-4.1144004
B12	4	200	Null	5.0217867	-3.1979861
E5	17	53	HET	1.7007701	-1.0921874
C2	14	42	WT	4.736029	-0.471057
C12	13	321	Null	3.334811	-2.163353
C12	2	321	Null	4.6379304	-4.4757648
G4	6	388	WT	5.104415	-3.9110126
G3	6	248	WT	1.9927187	-4.06311
G3	8	248	WT	1.8465546	-4.665332
C4	20	127	WT	2.9574764	-5.6077332
B12	20	200	Null	2.5468142	-4.718952
B6	15	104	HET	4.4857016	-0.7152346
D3	4	168	WT	4.3238363	-3.5593417
D3	3	168	WT	3.674998	-2.396312
D8	5	122	HET	3.7906194	-4.9964085
C12	12	321	Null	0.026352527	-3.9144907
B11	24	53	Null	1.6710958	-3.5640569
G4	18	388	WT	0.16247696	-4.622334
G8	13	358	HET	1.3526939	-2.0070095
F9	15	36	Null	3.1866066	-0.26879257
G8	10	358	HET	1.4905427	-3.5364375
F7	20	40	HET	1.2458616	-3.7216327
D4	18	358	WT	3.0888674	-5.3575916
D3	19	168	WT	2.6340191	-3.1007984
E4	10	246	WT	3.9880145	-3.8653007
E4	24	246	WT	5.2839813	-3.2101846
D7	5	76	HET	4.0573993	-3.2081833
F3	24	174	WT	2.6582646	-2.4305854
E6	19	94	HET	3.1860023	-0.4995642
B12	25	200	Null	1.9198759	-3.8902214
B10	12	49	Null	3.684175	-0.53457916
G11	17	142	Null	0.7760925	-2.8687222
D4	24	358	WT	1.0344957	-4.842705
D4	19	358	WT	0.86208177	-2.083012
D4	8	358	WT	0.8607015	-4.601714
B12	14	200	Null	4.1985593	-4.919708
E6	4	94	HET	3.9433382	-1.0455136
B3	24	77	WT	5.3199162	-3.257301
B7	20	33	HET	0.5981702	-3.4929185
D1	6	47	WT	0.9671504	-3.1051912
F4	15	284	WT	4.295375	-3.587179
C6	12	98	HET	1.8864633	-4.429451
F6	19	117	HET	3.2327554	0.41918355
E4	5	246	WT	1.9650587	-5.0632863
F7	24	40	HET	2.7703645	-3.7522738
E4	19	246	WT	3.307831	-4.3077426
C6	8	98	HET	2.8303976	-0.3180433
E12	18	328	Null	3.488439	-5.2203445
E12	8	328	Null	2.7061303	-5.2403693
D11	19	100	Null	4.3194675	-3.293873
E5	25	53	HET	3.069896	0.50389326
D11	9	100	Null	3.9738998	-3.7170928
D12	20	193	Null	4.1548934	-4.6711082
E5	3	53	HET	2.4924922	-1.3562212
G4	25	388	WT	2.7165844	-4.830313
C2	6	42	WT	3.0862126	0.56638706
F6	4	117	HET	3.519132	0.7965033
F2	8	91	WT	4.6872063	-0.8607731
C1	13	33	WT	4.9892993	-0.3778217
D3	15	168	WT	0.63953984	-4.844188
C4	20	127	WT	4.190043	-4.869991
G2	24	94	WT	3.610096	0.54645103
G12	25	187	Null	2.4020882	-4.2007504
G11	25	142	Null	1.4806762	-5.230155
D3	7	168	WT	2.4815476	-3.8185523
D12	15	193	Null	1.8282518	-5.2513366
D9	18	24	Null	3.5576382	0.5303784
B4	20	219	WT	4.209687	-4.1695347
G10	12	72	Null	3.5133886	0.61176884
F4	17	284	WT	2.0491595	-5.18881
G11	8	142	Null	0.51484925	-4.038908
D4	5	358	WT	5.04246	-4.1318665
C12	13	321	Null	3.2630782	-3.5566177
D4	15	358	WT	3.5336463	-3.6037815
E4	25	246	WT	1.3622602	-5.370685
C11	14	54	Null	3.749469	-3.3704088
B3	24	77	WT	3.1146443	-2.3132713
G8	8	358	HET	3.2561245	-5.749394
G8	21	358	HET	0.8214253	-5.406064
F7	15	40	HET	0.47841242	-2.620757
E3	25	156	WT	3.252881	-2.1225479
G10	21	72	Null	3.242997	-0.6383831
E12	4	328	Null	3.2860804	-5.8627048
E7	20	37	HET	0.64204305	-3.3085787
C10	23	45	Null	1.0522225	0.29372773
G9	7	44	Null	1.7130868	-0.5273295
B12	19	200	Null	2.8197362	-4.8159723
G8	20	358	HET	-0.2812615	0.03965016
B6	19	104	HET	4.2269983	-1.1154528
D7	4	76	HET	2.4086456	-2.2852614
E3	13	156	WT	0.5793309	-5.072414
E5	2	53	HET	3.4552124	0.74118614
D12	13	193	Null	4.0723553	-3.3412232
E3	12	156	WT	2.5425558	-3.3133554
G11	17	142	Null	1.4773809	-1.5513539
G8	23	358	HET	2.6511965	-3.984454
C3	25	138	WT	1.2195882	-5.073188
F11	7	100	Null	1.7571925	-3.1884468
C12	21	321	Null	2.299411	-5.1876197
D7	19	76	HET	0.34144887	-4.7700906
B8	25	107	HET	1.7292036	-1.7085178
E3	12	156	WT	2.3642251	-3.9402928
B6	21	104	HET	3.2174397	1.2590059
B4	4	219	WT	2.43934	-3.7588005
G4	18	388	WT	0.9934317	-5.3216586
F4	23	284	WT	4.06863	-3.683534
D4	24	358	WT	1.6056526	-4.921069
B5	6	45	HET	4.198036	0.33239537
G4	5	388	WT	3.5312612	-3.7323394
D8	15	122	HET	1.0588918	-2.7840374
G12	4	187	Null	1.4512494	-1.8273416
E6	6	94	HET	4.6520033	-0.108997725
E5	6	53	HET	-1.9948822	-3.6386921
F6	22	117	HET	3.10727	-0.70840657
G12	4	187	Null	3.3617957	-4.128913
G11	16	142	Null	0.19622771	-3.369464
C10	24	45	Null	4.270561	-0.3103476
E12	8	328	Null	0.62900215	-4.26789
F5	20	47	HET	4.9317126	-0.2514729
F3	6	174	WT	4.83341	-2.4412212
F10	4	66	Null	4.7220383	-0.1614183
E11	4	59	Null	1.9104934	-2.847022
G4	14	388	WT	0.15895142	-3.3572962
G2	2	94	WT	4.005907	0.29950115
C4	20	127	WT	4.6363683	-4.869402
G11	17	142	Null	3.0254972	-2.1706014
E4	25	246	WT	0.9502547	-5.5962057
G5	12	66	HET	3.4131927	1.0347505
G3	9	248	WT	1.0968869	-4.8848734
G8	11	358	HET	0.14464685	-0.5220184
G4	15	388	WT	2.5356264	-2.914297
E12	25	328	Null	3.2986038	-3.5775187
C12	2	321	Null	3.4127913	-4.036679
G4	4	388	WT	1.6757209	-5.1963816
D2	25	44	WT	3.5916896	-0.07287766
E12	17	328	Null	1.9124664	-5.1294823
E12	8	328	Null	1.3162386	-2.8046584
E1	20	20	WT	0.43976197	0.35815266
C6	16	98	HET	2.616571	-1.6981152
F10	6	66	Null	4.402552	0.37686408
B5	23	45	HET	3.103043	0.8869966
F11	15	100	Null	2.3297145	-1.8973805
G4	17	388	WT	4.40184	-4.6597633
F4	5	284	WT	0.7456211	-3.2871313
B8	25	107	HET	3.8248298	-3.7248511
E5	2	53	HET	3.1742897	1.0299078
C3	20	138	WT	5.048621	-3.0507944
D5	4	39	HET	3.4460828	-0.30711308
B3	10	77	WT	0.24482755	-4.5652113
C6	23	98	HET	3.3652253	-0.28977665
G11	24	142	Null	0.09614413	-2.5137854
C9	22	42	Null	0.45516172	-3.4596262
E10	12	74	Null	3.8957052	-1.0520151
B4	5	219	WT	1.1950828	-4.6642494
F3	3	174	WT	0.87773746	-4.0832095
F4	25	284	WT	-0.058390792	-0.40096927
B9	8	47	Null	4.056212	-1.2246889
E10	12	74	Null	4.4960093	-0.379895
D9	6	24	Null	3.2821655	-1.447671
G2	11	94	WT	4.844031	-0.7783663
F6	4	117	HET	3.7075517	-0.107572705
G12	18	187	Null	3.4903026	-4.762973
B7	25	33	HET	4.616512	-2.3273108
C3	10	138	WT	0.9461626	-2.474731
G4	23	388	WT	1.3643354	-5.38169
G4	22	388	WT	4.6981797	-4.739087
E5	5	53	HET	2.9733613	1.0616419
F12	9	125	Null	2.7398577	-3.810975
B12	24	200	Null	0.53423625	-1.7671114
E3	3	156	WT	1.0051067	-4.3510494
C11	24	54	Null	4.9303164	-2.6653059
G3	6	248	WT	1.9746538	-2.1853251
B5	20	45	HET	0.60493106	0.14686993
F12	19	125	Null	4.456222	-3.4820278
B4	25	219	WT	3.7911186	-4.070227
D6	13	99	HET	3.397598	1.0335529
F11	10	100	Null	0.54510003	-1.4967782
C4	9	127	WT	1.8908533	-5.5043764
G11	2	142	Null	1.6901298	-3.379482
G9	23	44	Null	3.852964	0.54457355
G8	10	358	HET	0.6101174	-5.131644
B8	24	107	HET	4.1431947	-4.2500763
G4	12	388	WT	5.4503803	-2.4234757
G6	17	125	HET	2.917633	0.50728405
D4	20	358	WT	3.4420915	-7.261747
E2	22	60	WT	2.887617	-1.2703934
C3	9	138	WT	5.033159	-3.5443215
B4	19	219	WT	4.5007925	-3.5614367
B7	20	33	HET	2.220374	-2.2592115
G4	19	388	WT	1.60033	-3.4722958
D7	15	76	HET	4.439127	-2.3157518
D6	18	99	HET	3.5178666	0.09445062
E4	10	246	WT	3.885737	-5.3481073
E12	17	328	Null	1.2706065	-2.0352259
C1	7	33	WT	3.6941626	0.58945316
B8	25	107	HET	0.49952233	-2.537173
B4	19	219	WT	0.7717904	-4.890514
G3	14	248	WT	2.9736094	-2.6407948
B4	23	219	WT	3.9532604	-4.629478
F12	22	125	Null	1.7742543	-4.2397003
G4	5	388	WT	4.8946853	-3.8981795
G9	20	44	Null	3.5383267	-0.4921703
B10	10	49	Null	3.7392318	0.7642634
F11	18	100	Null	2.2972498	-3.3624969
B4	4	219	WT	1.7818916	-3.2748544
F2	10	91	WT	4.803368	0.010607496
G4	8	388	WT	3.700709	-4.796749
G7	7	82	HET	0.00987786	-3.0182414
E3	15	156	WT	-0.09423072	-4.191622
F10	4	66	Null	3.8016737	-0.6744871
D2	15	44	WT	0.35190117	0.4431447
E10	12	74	Null	4.5883594	-0.10828889
D8	15	122	HET	2.5467227	-5.425832
D2	23	44	WT	2.5271528	-0.7653285
C4	20	127	WT	2.6143982	-4.6255536
G3	8	248	WT	2.1902983	-2.724814
D6	7	99	HET	2.8850791	0.7384793
C12	19	321	Null	1.3183151	-4.0886755
E4	20	246	WT	3.4953704	-7.798805
D4	23	358	WT	3.6083777	-4.2797155
C3	12	138	WT	0.313284	-1.3114736
G11	4	142	Null	0.2776274	-3.187149
G3	9	248	WT	2.8106666	-3.1135495
E2	12	60	WT	3.7335317	-1.0343897
G4	10	388	WT	3.9485652	-5.19459
D3	22	168	WT	0.28480735	-4.967545
G12	9	187	Null	1.0303787	-4.606641
G4	12	388	WT	0.3195956	-1.8545957
D4	25	358	WT	2.286992	-2.2764668
E5	10	53	HET	4.0661783	0.46954855
C12	22	321	Null	3.1197429	-3.6288292
G9	15	44	Null	3.6628509	-0.77681
B12	16	200	Null	4.0240426	-4.5569267
G8	14	358	HET	-0.0167025	-2.5630503
F6	6	117	HET	1.0976969	-5.638864
D4	12	358	WT	1.8020285	-5.120795
F6	25	117	HET	3.6112633	-0.23815408
D12	20	193	Null	4.643255	-4.6663876
D3	22	168	WT	1.1434029	-4.578859
C12	12	321	Null	3.7832277	-3.8886635
E12	5	328	Null	2.1876044	-4.993197
G8	10	358	HET	1.9732249	-4.2866035
E12	10	328	Null	3.337153	-4.722905
G5	6	66	HET	2.36898	-0.6251969
F3	21	174	WT	1.675209	-4.972944
G3	19	248	WT	2.5788467	-4.078018
G12	25	187	Null	0.8701154	-4.5427127
D5	5	39	HET	3.7056055	-0.37295458
B6	6	104	HET	2.8706086	-1.4012996
B4	24	219	WT	4.39716	-3.3774178
G3	10	248	WT	4.9286914	-3.439236
B12	24	200	Null	2.779174	-3.2795084
G7	15	82	HET	1.0255376	-1.1505123
D7	5	76	HET	5.47474	-2.2745414
B3	15	77	WT	5.2810316	-2.8083324
D1	12	47	WT	3.3372118	-1.0022295
G12	20	187	Null	1.7965014	-3.7043197
F11	13	100	Null	2.4485002	-3.2839627
C12	17	321	Null	2.886671	-4.0268292
F2	13	91	WT	2.3971114	-0.049080387
E12	12	328	Null	3.1272068	-5.871382
D4	20	358	WT	1.4617565	-5.6315403
G2	25	94	WT	4.5858293	-0.52912456
F3	9	174	WT	2.6152415	-2.7537832
B1	7	30	WT	3.0935366	-1.1856709
G12	19	187	Null	2.0297525	-3.4539373
F7	10	40	HET	5.5561366	-2.378648
G8	15	358	HET	1.7558372	-3.8629932
E4	25	246	WT	3.4881217	-7.882002
B4	4	219	WT	4.466651	-3.2092338
E4	10	246	WT	2.9685068	-3.5379958
D3	18	168	WT	1.8202674	-4.6927514
D12	10	193	Null	0.80220777	-1.320281
G12	9	187	Null	1.510842	-2.2975426
G8	4	358	HET	1.9180233	-2.2599316
G4	8	388	WT	0.175998	-4.327402
B12	19	200	Null	3.5106637	-5.003799
F5	2	47	HET	4.471771	-1.3699045
E3	22	156	WT	4.812306	-3.0524497
D8	18	122	HET	0.9774162	-5.3180485
D7	25	76	HET	4.189467	-3.3874333
G8	25	358	HET	1.3914759	-2.542837
C7	15	54	HET	0.4484586	-3.272121
D4	20	358	WT	2.4808388	-5.489212
D6	6	99	HET	2.0184228	-0.22328348
E12	18	328	Null	1.0995499	-1.7946624
B5	17	45	HET	3.691052	-5.596025
C12	21	321	Null	4.175324	-4.667816
F4	18	284	WT	1.6069474	-4.06024
E12	5	328	Null	3.859221	-3.5081007
G12	15	187	Null	2.6687768	-2.978669
G8	25	358	HET	1.7666484	-1.5057147
B12	20	200	Null	0.6535558	-4.244731
G4	6	388	WT	4.92632	-3.5260134
G8	13	358	HET	0.40604037	-3.80722
D8	18	122	HET	1.5698609	-3.9408565
F3	20	174	WT	2.1533945	-1.5865107
G8	15	358	HET	5.0975695	-2.2119958
F9	1	36	Null	4.8662586	-0.82420784
D4	10	358	WT	1.724986	-3.9052713
G6	14	125	HET	2.5063777	-0.20319374
G4	12	388	WT	1.7113675	-3.8498766
E12	9	328	Null	2.7243397	-3.8103878
D4	25	358	WT	2.9640863	-6.137679
F6	15	117	HET	4.2672186	-0.055999633
B12	15	200	Null	1.4393368	-3.9443946
G3	9	248	WT	4.959893	-3.1739004
B12	19	200	Null	3.018426	-4.896503
F4	17	284	WT	4.389106	-3.9425743
E4	25	246	WT	2.9364343	-4.2292185
F2	7	91	WT	3.191783	-0.98832536
G4	14	388	WT	2.0408633	-3.63278
D1	14	47	WT	4.7123804	-0.7299082
B3	24	77	WT	4.6914973	-2.19488
F10	23	66	Null	4.032122	-0.83050597
G8	11	358	HET	4.9400053	-2.2652078
C10	17	45	Null	4.1011	-1.0304041
C1	10	33	WT	3.7781894	0.6560691
D4	19	358	WT	5.0847306	-3.8636045
D12	20	193	Null	3.1542752	-4.6740656
B4	5	219	WT	3.0219762	-4.9282594
C3	23	138	WT	1.58016	-4.5318007
E3	16	156	WT	3.0263145	-2.557871
E4	23	246	WT	1.8676292	-4.750479
D6	20	99	HET	3.7722256	0.0046730693
G8	20	358	HET	5.182293	-3.53376
G2	13	94	WT	4.093065	-0.92052054
G3	22	248	WT	0.63516885	-3.2823267
C12	25	321	Null	2.0450327	-2.95772
E9	21	26	Null	2.4372172	-1.2267156
F6	15	117	HET	3.9154372	-0.3358553
B10	10	49	Null	2.6771462	-0.19872618
F4	25	284	WT	4.7687607	-3.45646
D3	15	168	WT	4.8327374	-3.550183
F3	17	174	WT	4.582652	-2.9737732
D4	15	358	WT	0.3597302	-1.8157641
G12	8	187	Null	2.0307608	-4.271847
D3	19	168	WT	0.13292572	-3.3062792
B11	23	53	Null	4.10944	-4.234608
D3	4	168	WT	4.648074	-3.6122437
G4	12	388	WT	2.8455184	-4.4241962
D11	10	100	Null	1.6542774	-1.594365
B4	14	219	WT	0.87244856	-4.8924317
G5	8	66	HET	4.3298755	-0.77958274
D4	23	358	WT	2.6572416	-4.653398
G2	18	94	WT	4.6478286	-0.29641807
C1	21	33	WT	5.3604803	-2.6414077
F10	21	66	Null	3.0299509	0.09960775
C12	5	321	Null	2.1533573	-2.306756
D7	7	76	HET	2.7228527	-2.6943748
G12	13	187	Null	-0.0008257541	-2.816092
G7	9	82	HET	0.72272164	-3.7820747
D4	9	358	WT	2.9024925	-4.5200305
F3	18	174	WT	3.5458112	-3.311127
E4	24	246	WT	2.31313	-4.882969
D11	2	100	Null	0.87830913	-3.3424604
G11	22	142	Null	4.6829076	-3.0060093
D1	12	47	WT	4.3717756	-0.29770383
G4	14	388	WT	0.61676586	-1.2988884
E4	25	246	WT	2.7990935	-5.6697974
E4	5	246	WT	0.866823	-4.0788293
E6	3	94	HET	4.119766	-0.99782294
F4	8	284	WT	3.7363284	-3.9872577
G4	5	388	WT	3.5405402	-4.5299106
F11	5	100	Null	0.8774725	-1.165673
D4	2	358	WT	1.7766347	-4.9066067
G6	17	125	HET	3.5998428	0.8032318
C4	24	127	WT	2.2500675	-4.726033
E12	9	328	Null	2.397743	-5.838212
C4	22	127	WT	1.3734795	-4.743473
C4	9	127	WT	1.7971207	-3.5646653
G6	6	125	HET	4.185021	-0.9000406
E4	20	246	WT	2.3206675	-3.5984578
B3	23	77	WT	5.1446223	-2.6380074
D6	25	99	HET	3.5228922	-0.12918413
F2	13	91	WT	2.7822878	-0.008813799
B3	10	77	WT	4.071639	-3.4528832
D12	13	193	Null	3.1934144	-5.069896
C9	9	42	Null	2.7926493	0.118018605
G8	6	358	HET	5.081281	-2.782908
G8	8	358	HET	2.1659365	-1.7936227
B4	25	219	WT	1.9011004	-4.099139
G4	4	388	WT	2.1362958	-5.152092
G8	11	358	HET	1.6376688	-4.9045515
E6	10	94	HET	3.2421517	0.37170452
F3	25	174	WT	1.4063784	-1.3222816
B4	23	219	WT	2.0837157	-4.126321
F3	15	174	WT	1.1762301	-1.8534049
C4	19	127	WT	2.6888843	-2.5294976
C12	7	321	Null	1.8027868	-4.3850565
C6	1	98	HET	1.512205	-1.4103928
B11	24	53	Null	2.7847054	-3.2513201
G12	4	187	Null	4.2440877	-2.5217533
F5	8	47	HET	2.2763238	-0.9227448
D4	15	358	WT	2.35534	-5.9320126
E12	3	328	Null	4.721595	-3.6238396
D3	23	168	WT	-0.31909803	-2.168817
